ID RA DEC MAG MAG_ERR
2713 53.06719948662925 -27.909237118908294 26.814077377319336 30.713274002075195
2727 53.07448946402055 -27.909245650763907 27.571178436279297 30.847301483154297
2729 53.06443165876365 -27.9091862452837 26.605098724365234 30.67530632019043
2732 53.06493806761763 -27.909212932442617 27.483980178833008 30.736385345458984
2743 53.06939359050705 -27.909137612529722 27.72089385986328 30.771835327148438
2754 53.104594485775515 -27.90916346480829 27.47917366027832 30.89219093322754
2764 53.11641927368373 -27.909092515022532 26.964256286621094 30.90994644165039
2767 53.07639917924599 -27.909101088913584 26.78790283203125 30.617647171020508
2778 53.07003802362376 -27.909072943194627 27.031450271606445 30.748254776000977
2787 53.11461980990692 -27.909029842315455 25.97512435913086 30.75043487548828
2791 53.10852857844684 -27.90893619150552 26.208515167236328 30.769412994384766
2795 53.10235186478521 -27.908945143982272 25.99383544921875 30.655519485473633
2825 53.10895999416401 -27.908865340229635 25.871410369873047 30.58914566040039
2857 53.098633112751884 -27.908822985470636 27.857694625854492 30.56745147705078
2866 53.067900794163194 -27.908772229872877 27.717350006103516 30.781864166259766
2892 53.122128909652986 -27.90867562965248 27.54412078857422 30.939666748046875
2945 53.07059941776014 -27.90850250886522 26.916664123535156 30.72610855102539
2947 53.067969959486085 -27.908363733734753 27.41040802001953 30.75897979736328
2957 53.06772581748742 -27.9084525678914 27.126140594482422 30.703115463256836
2975 53.04186436995533 -27.90828243809119 26.70668601989746 31.821470260620117
2986 53.11670095048162 -27.908403463910137 27.218000411987305 30.93250274658203
2993 53.11962091445015 -27.908351351123965 27.37543487548828 30.94107437133789
3019 53.06101846747116 -27.908330117056554 27.917865753173828 30.656070709228516
3022 53.09925424190305 -27.9082615053054 26.797447204589844 30.28620719909668
3049 53.07060955569918 -27.90819010130108 27.479475021362305 30.763748168945312
3057 53.09789901244044 -27.90808066626896 24.85519027709961 30.438583374023438
3087 53.0989898634395 -27.90808398041044 27.425426483154297 30.76940155029297
3117 53.066327425910416 -27.9079516553805 26.493061065673828 30.693349838256836
3118 53.12174892614606 -27.907963626898365 27.870906829833984 30.981204986572266
3120 53.07809760644317 -27.907964155262597 26.46156120300293 30.58498764038086
3134 53.1194625619497 -27.90792708574332 27.890636444091797 30.97315216064453
3143 53.1235796347748 -27.907839630508494 27.139629364013672 30.339984893798828
3145 53.12224084031286 -27.907848820051235 27.417224884033203 30.564300537109375
3151 53.03835315499322 -27.90780273406541 27.433734893798828 31.875675201416016
3157 53.09301699439853 -27.90783468942272 27.60611343383789 30.61939239501953
3161 53.0969981910926 -27.907824243034323 26.697078704833984 30.736520767211914
3171 53.03796783684112 -27.90773549041801 27.46828842163086 31.86536979675293
3174 53.07216180857075 -27.907769980731683 26.917858123779297 30.701374053955078
3191 53.060706307758004 -27.907701578317386 27.118267059326172 30.72627830505371
3193 53.10002660667697 -27.907709070375507 25.939983367919922 29.998126983642578
3199 53.116702296308446 -27.907709834967797 27.98578453063965 30.985313415527344
3204 53.10458474308474 -27.907626216776062 26.113393783569336 30.78809356689453
3208 53.06781420578474 -27.907540202978847 25.802181243896484 30.570890426635742
3213 53.07041840981377 -27.90760133421809 25.17013168334961 30.406408309936523
3247 53.059522322779856 -27.907517233493014 27.61572265625 30.770065307617188
3252 53.1081558651616 -27.907483067877244 27.49616813659668 30.75748062133789
3267 53.100536157405145 -27.907517159825975 27.768646240234375 30.12356948852539
3286 53.0947839598024 -27.90738419188845 26.147151947021484 30.670988082885742
3296 53.12470340751719 -27.907321698121436 26.697771072387695 30.82956314086914
3298 53.114706058254896 -27.90739388773134 27.197872161865234 30.918989181518555
3322 53.06306638366568 -27.90723992466636 25.490333557128906 30.492183685302734
3324 53.06940005804754 -27.907229735742682 27.481239318847656 30.7764892578125
3328 53.05911443139619 -27.907263785118165 27.842912673950195 30.800384521484375
3343 53.07583832181524 -27.90720393623969 27.91710662841797 30.827499389648438
3386 53.04108876378494 -27.907015980253508 27.29680061340332 31.860450744628906
3390 53.12696385083114 -27.907124135484807 27.963607788085938 30.91242027282715
3391 53.100510609362054 -27.9071140094878 27.120628356933594 30.096267700195312
3393 53.06819180478154 -27.907064872833732 26.953907012939453 30.724802017211914
3402 53.074489665410326 -27.907083706817687 27.270626068115234 30.694202423095703
3412 53.09028276708502 -27.907045969979304 27.237852096557617 30.641071319580078
3462 53.12373199390621 -27.906891321538044 26.687410354614258 30.95160675048828
3480 53.07234848100693 -27.90682125962008 26.591896057128906 30.676210403442383
3494 53.1085822602463 -27.906841338603755 27.901533126831055 30.913921356201172
3502 53.08909265117487 -27.906631849256645 25.97922134399414 30.49728775024414
3537 53.10133400133957 -27.90660835937044 27.16731071472168 29.98998260498047
3556 53.092975882877184 -27.906552805014705 27.54079818725586 30.750837326049805
3570 53.07438438982685 -27.90657171095078 27.785737991333008 30.70814323425293
3592 53.03883134618001 -27.90642835445358 27.43679428100586 31.845762252807617
3615 53.058597479903916 -27.906378139259974 26.741451263427734 30.70812225341797
3621 53.07919865241804 -27.906437062274346 27.525196075439453 30.663768768310547
3623 53.04052294529349 -27.90636251836847 26.95966911315918 31.831552505493164
3637 53.1202079683379 -27.906327751023493 26.797590255737305 30.522756576538086
3642 53.12746136213817 -27.90635599790714 26.90415382385254 30.839750289916992
3670 53.12615025948426 -27.90629649676632 27.443470001220703 30.85357666015625
3680 53.0638686094299 -27.906234538967198 26.895526885986328 30.683443069458008
3690 53.12078900972439 -27.90620191031129 25.883481979370117 30.154693603515625
3694 53.10243645698588 -27.90621866055701 27.47035026550293 30.015796661376953
3711 53.12112500974128 -27.9060929889201 27.08682632446289 30.38452911376953
3713 53.093088379198946 -27.906169714312693 26.995630264282227 30.7437686920166
3719 53.10814764192396 -27.90607080432002 24.902603149414062 30.521392822265625
3721 53.06824289750373 -27.9061086256817 26.850696563720703 30.72368621826172
3727 53.038551615107906 -27.906020978285277 26.680774688720703 31.801868438720703
3737 53.12963868608791 -27.906135067367924 27.819128036499023 30.40766716003418
3751 53.069703009566645 -27.90605964824891 27.29601287841797 30.77368927001953
3775 53.092958809287026 -27.905939068402926 24.97757911682129 30.44001007080078
3779 53.10614680990361 -27.906000234840814 27.527973175048828 30.89348793029785
3795 53.12834055767962 -27.905973833696585 27.471439361572266 30.889663696289062
3810 53.120356878202315 -27.905943300761407 27.873973846435547 30.40867042541504
3819 53.055713063273586 -27.905941481091165 27.99726676940918 30.501052856445312
3834 53.1225122320012 -27.905868611083477 27.153854370117188 30.884008407592773
3835 53.10850934748937 -27.90588884405357 27.467491149902344 30.909616470336914
3851 53.11921422002752 -27.905848257679523 27.908222198486328 30.82480239868164
3853 53.044845259766305 -27.905770790925065 26.915552139282227 31.770322799682617
3855 53.1068088372936 -27.905837709353552 27.986587524414062 30.925426483154297
3863 53.06168597333629 -27.905763796080926 26.676727294921875 30.696489334106445
3869 53.10330869608121 -27.90577500763653 26.985551834106445 30.736652374267578
3910 53.122051869832596 -27.905697768507967 27.535181045532227 30.96674346923828
3913 53.06757759712263 -27.905707560255728 27.829856872558594 30.739458084106445
3920 53.10383563748498 -27.905609472034552 27.330951690673828 30.715465545654297
3936 53.12465408939485 -27.905591905214855 27.144691467285156 30.862152099609375
3937 53.11546459025835 -27.90562086049046 27.037883758544922 30.94159698486328
3940 53.08869403331201 -27.905587955646965 26.301570892333984 30.53714942932129
3946 53.060754102880765 -27.90558926573534 27.639892578125 30.780223846435547
3965 53.12219745458537 -27.905550280676426 26.56125831604004 30.77813148498535
3968 53.03764220546478 -27.9055104448902 27.551164627075195 31.843734741210938
3971 53.09699831624803 -27.905497850064922 27.305191040039062 30.738014221191406
4052 53.09228050576281 -27.905338028377024 26.242658615112305 30.652183532714844
4059 53.07903935283349 -27.905297903459036 26.492324829101562 30.600130081176758
4070 53.10883898059244 -27.90525717377742 25.233386993408203 30.611047744750977
4072 53.108197036029374 -27.90531627287924 27.97462272644043 30.932025909423828
4083 53.039537039798816 -27.905231649002943 25.716245651245117 31.666669845581055
4091 53.03904256340669 -27.905232601119547 27.774845123291016 31.868133544921875
4108 53.095286709614356 -27.905256937068554 27.91644859313965 30.71277618408203
4118 53.117047121271106 -27.90508395269318 24.847009658813477 30.506614685058594
4119 53.0561957513026 -27.9051944041276 26.830995559692383 30.726661682128906
4177 53.11869134141543 -27.905055750530124 26.295623779296875 30.306427001953125
4199 53.101645458881976 -27.90506076227693 27.09164047241211 30.748626708984375
4242 53.092257556531486 -27.90490419692312 26.769184112548828 30.724491119384766
4254 53.03458200895602 -27.904862866758208 27.473773956298828 31.857919692993164
4274 53.10844485466899 -27.904887604427394 26.875545501708984 30.864580154418945
4287 53.02945510400381 -27.904739754650855 27.189716339111328 31.824039459228516
4293 53.12633296590956 -27.904884680804354 27.627769470214844 30.911739349365234
4298 53.06467847949586 -27.904802139492617 27.856971740722656 30.785465240478516
4307 53.12309289490826 -27.904670737602576 25.50146484375 30.571430206298828
4312 53.066962963540675 -27.904764229750167 26.367996215820312 30.66667366027832
4316 53.07615086841452 -27.904781120781223 27.927549362182617 30.720924377441406
4325 53.087915975569516 -27.904783721874995 27.505828857421875 30.646039962768555
4336 53.059474163577214 -27.90477288184132 27.866106033325195 30.769699096679688
4346 53.12146388448733 -27.9047266009057 27.265090942382812 30.774829864501953
4348 53.06753378743595 -27.904661128663644 26.430973052978516 30.68462371826172
4382 53.12546511746221 -27.9046544852038 27.746475219726562 30.913860321044922
4399 53.06157224445825 -27.90452703449154 27.352310180664062 30.78563690185547
4401 53.11930665719703 -27.904563471940598 26.981002807617188 30.37172508239746
4466 53.11402051628279 -27.90439877570619 26.63009262084961 30.90153694152832
4468 53.05693806620313 -27.90440393860413 27.69338607788086 30.7548885345459
4473 53.08158236369521 -27.904333102467255 27.867958068847656 30.709671020507812
4474 53.05974648444478 -27.904405675092278 27.70378303527832 30.782020568847656
4479 53.11801119215648 -27.904384627804664 27.535409927368164 30.440067291259766
4480 53.08610033878727 -27.904297192994218 25.9071044921875 30.49039649963379
4491 53.100304545456005 -27.90427807832032 25.95964813232422 30.65691375732422
4504 53.05361982957675 -27.904237006583323 26.20349884033203 30.072772979736328
4513 53.12820566659271 -27.904325990268436 27.93612289428711 30.862987518310547
4524 53.04109815782836 -27.9042081121162 26.943450927734375 31.81758689880371
4542 53.081299367266894 -27.904233272388478 26.32998275756836 30.578033447265625
4543 53.0770195547019 -27.9042163454692 26.455074310302734 30.664100646972656
4550 53.10976125631608 -27.904231259479293 27.637060165405273 30.97224998474121
4557 53.11962879181468 -27.904226734777854 27.072315216064453 30.873735427856445
4577 53.03498167306597 -27.90414877579169 27.16484832763672 31.83330726623535
4579 53.13057748917788 -27.904204898655376 27.288829803466797 30.29056167602539
4586 53.089381990909054 -27.904179613779245 27.64797592163086 30.786598205566406
4590 53.11146991270271 -27.90413182877598 25.863683700561523 30.7811279296875
4592 53.07924161778003 -27.90417696092979 27.605199813842773 30.843046188354492
4607 53.079838402120174 -27.904128344749022 27.879276275634766 30.877788543701172
4610 53.09812382303439 -27.904133062537337 27.72525405883789 30.706079483032227
4631 53.061522669620764 -27.904077760730754 27.581193923950195 30.774681091308594
4639 53.10045529810597 -27.904090566859406 27.923097610473633 30.76297378540039
4656 53.101318691590286 -27.903976598381654 27.299802780151367 30.759153366088867
4658 53.04444608862599 -27.90397724810236 27.191059112548828 31.78016471862793
4668 53.073104204477566 -27.903957108837606 27.166301727294922 30.630516052246094
4699 53.13196258949023 -27.903938772976165 27.742141723632812 30.333986282348633
4704 53.121369653744395 -27.90394963623368 27.929180145263672 30.92203140258789
4710 53.12324089539405 -27.903900485469233 27.379629135131836 30.77155113220215
4739 53.110800991126496 -27.90384739351833 27.84844207763672 30.972705841064453
4741 53.068602002829465 -27.90382895215396 27.925168991088867 30.72365951538086
4771 53.10462881185315 -27.90378579489855 27.59645652770996 30.224428176879883
4799 53.113605930904136 -27.90371997535038 27.67957305908203 30.977113723754883
4804 53.10346250834959 -27.90370548852651 26.725303649902344 30.064701080322266
4808 53.12296344368228 -27.903659107948847 26.708040237426758 30.82190704345703
4811 53.04688217812039 -27.903674735044067 27.174528121948242 31.782588958740234
4814 53.03008213293263 -27.90365932930799 27.700098037719727 31.85562515258789
4819 53.06757117789601 -27.903637308845237 27.568359375 30.802534103393555
4822 53.12327041016404 -27.903639387755817 27.018930435180664 30.85045051574707
4858 53.10003264999695 -27.903617957754904 27.667049407958984 30.78073501586914
4904 53.13131517046111 -27.903459216665755 25.278100967407227 30.025747299194336
4912 53.08200779443957 -27.903450661776628 25.51103973388672 30.47113800048828
4924 53.11059369834168 -27.903474034085246 27.686147689819336 30.976024627685547
4931 53.09746031705352 -27.903440338982882 27.19700813293457 30.701148986816406
4944 53.08646394633104 -27.903437914433262 27.600305557250977 30.604137420654297
4953 53.11896319529565 -27.903401405793865 26.666051864624023 30.800537109375
4957 53.0440057403666 -27.90334738654986 27.81071662902832 31.78255271911621
4965 53.13227819970136 -27.90340404774407 27.70500946044922 30.363536834716797
4974 53.07664811035409 -27.90336944320934 27.692338943481445 30.786334991455078
4979 53.072146513141604 -27.90333672130959 27.75845718383789 30.742324829101562
4982 53.09947897521755 -27.903326580989912 27.504962921142578 30.747507095336914
4997 53.02802133589846 -27.90326469022276 26.25282096862793 31.658479690551758
5005 53.060626084303586 -27.90329984909848 27.843229293823242 30.807371139526367
5007 53.09976794822663 -27.903290962407333 27.359691619873047 30.776111602783203
5012 53.06328936313203 -27.903310198255536 27.94202423095703 30.788183212280273
5017 53.07055410899175 -27.903292990141438 27.66636848449707 30.756683349609375
5031 53.0666605776678 -27.903208070808585 27.404556274414062 30.792123794555664
5036 53.05842499855322 -27.90325394296998 27.901880264282227 30.787189483642578
5044 53.04269502043347 -27.903193857199298 27.487606048583984 31.79096221923828
5051 53.12322159584565 -27.903170236686787 25.624818801879883 30.60396385192871
5061 53.08152337357186 -27.903046407523927 25.19137954711914 30.381305694580078
5070 53.092005184047515 -27.903137041626085 27.223731994628906 30.726642608642578
5088 53.12046001545007 -27.903110091485665 27.127077102661133 30.87074089050293
5093 53.10895963849147 -27.903086274683993 27.537235260009766 30.955509185791016
5125 53.10002263391981 -27.903032863333273 27.117351531982422 30.746267318725586
5136 53.10644464063889 -27.903036817629676 27.67593002319336 30.79655647277832
5143 53.077546141435256 -27.903004364440253 27.38094139099121 30.761213302612305
5145 53.03698648151446 -27.902898199515317 27.179981231689453 31.837303161621094
5156 53.093270444849466 -27.90301712129596 27.93387222290039 30.743600845336914
5171 53.11917408651809 -27.90300007510131 26.726072311401367 30.816736221313477
5172 53.070886776635334 -27.902901513287766 27.726016998291016 30.752105712890625
5178 53.05299353292085 -27.902942542734078 26.916675567626953 30.620405197143555
5201 53.0924310144243 -27.90275906792262 24.37674331665039 30.285741806030273
5226 53.126398915483655 -27.902835418806852 27.731708526611328 30.839550018310547
5268 53.08572186920722 -27.902717945153345 24.909231185913086 30.400123596191406
5279 53.056743832713614 -27.902750802616445 26.822309494018555 30.22951889038086
5283 53.130880261593326 -27.902682879278927 25.48114776611328 30.527877807617188
5284 53.09420167027313 -27.902677416135102 26.138696670532227 30.637800216674805
5298 53.08818106512885 -27.902708268262362 27.862350463867188 30.778968811035156
5310 53.053440050587334 -27.902684874384637 27.98915672302246 30.69584083557129
5318 53.086048145938115 -27.90267902850751 27.3494930267334 30.760452270507812
5353 53.08702389648036 -27.902593191227332 25.686542510986328 30.592897415161133
5387 53.083223833639835 -27.902510514943916 27.20667266845703 30.645538330078125
5396 53.06349440026526 -27.902522883012548 27.706336975097656 30.76325225830078
5397 53.0886641229573 -27.902482279671172 27.217082977294922 30.73284149169922
5420 53.10410588238048 -27.902472204437668 27.076683044433594 30.569841384887695
5422 53.061765679360605 -27.902435052427613 25.567344665527344 30.514333724975586
5446 53.11844795354752 -27.90244362133224 27.33816909790039 30.895540237426758
5457 53.03980408307228 -27.902354803650965 26.685277938842773 31.780622482299805
5463 53.10133171532791 -27.902435517953077 27.0137939453125 30.70929718017578
5471 53.073874795194364 -27.90237342963635 27.457286834716797 30.721275329589844
5501 53.071025218405794 -27.902322111740435 26.80910873413086 30.66810417175293
5523 53.09227517182517 -27.902301344303055 27.63931655883789 30.75061798095703
5529 53.075005464078004 -27.9020150942279 25.855466842651367 30.53972053527832
5542 53.115193820476854 -27.90228483357016 27.111812591552734 30.339040756225586
5566 53.02976439025716 -27.902139899097893 25.855220794677734 31.68691635131836
5567 53.084087226958246 -27.90223390685241 27.21788215637207 30.610210418701172
5568 53.069167983553896 -27.902223147190995 27.865264892578125 30.77711296081543
5580 53.0555813831304 -27.902158681085364 26.594083786010742 30.098644256591797
5586 53.115776328390126 -27.902192596351345 26.85814094543457 30.315410614013672
5590 53.11136315195401 -27.90219902208074 27.75101661682129 30.98390769958496
5600 53.09128664459238 -27.90217337104922 27.789823532104492 30.754796981811523
5603 53.064825879763895 -27.90217526842532 27.956867218017578 30.828872680664062
5620 53.13317836865554 -27.902085853829995 25.917394638061523 30.1717586517334
5621 53.08781181315348 -27.902096100401444 27.47968292236328 30.77246856689453
5636 53.06950176041007 -27.902050152818347 27.279787063598633 30.72941017150879
5660 53.110706458429895 -27.901972561293327 27.50755500793457 30.94761848449707
5683 53.12990810475631 -27.901972290738875 26.704320907592773 30.74518394470215
5696 53.07667651618971 -27.901921294233162 26.307720184326172 30.676532745361328
5730 53.035010706601426 -27.901891233117755 27.5528507232666 31.888504028320312
